url,caption
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2428.jpg,a wall with a painting of a painting on it
http://data.ukiyo-e.org/honolulu/images/2944.jpg,a painting of a zebra on a wall
http://data.ukiyo-e.org/honolulu/images/4082.jpg,a painting of a bird sitting on a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1167.jpg,a sign that is on the side of a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP6294.jpg,a wall with a bunch of writing on it
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000222/w0000000/w0000092.jpg,a wall with a painting on the wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0927.jpg,a bunch of kites that are on a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000533/w0000000/w0000049.jpg,a painting of a building with a painting on the wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000533/w0000000/w0000065.jpg,a group of people standing in front of a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000533/w0000000/w0000006.jpg,a picture of a man holding a surfboard
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000132/w0000004/w0000006.jpg,a wall with a painting of a man on it
http://data.ukiyo-e.org/honolulu/images/5122.jpg,a group of people standing in front of a building
http://data.ukiyo-e.org/honolulu/images/7741.jpg,a picture of a woman in a dress
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0167/Z0167-238.jpg,a black and white photo of a wall with graffiti on it
http://data.ukiyo-e.org/honolulu/images/5029.jpg,a picture of a painting on the wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2138.jpg,a painting of a person walking with a kite
http://data.ukiyo-e.org/honolulu/images/3924.jpg,a group of people riding skis down a snow covered slope
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000533/w0000000/w0000003.jpg,a couple of people standing next to each other
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/maiduru/nishikie/mai01k53.jpg,a picture of a painting on the wall of a painting
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000132/w0000003/w0000010.jpg,a painting of a woman holding an umbrella
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP3279a.jpg,a close up of a wall on a wall
http://data.ukiyo-e.org/honolulu/images/8198.jpg,a wall with graffiti on it in a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000533/w0000000/w0000030.jpg,a painting on the wall of a building
http://data.ukiyo-e.org/honolulu/images/3798.jpg,a group of people standing in front of a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0166/Z0166-453.jpg,a black and white photo of a large group of people
http://data.ukiyo-e.org/honolulu/images/2955.jpg,a group of people on a boat in the water
http://data.ukiyo-e.org/honolulu/images/3522.jpg,a picture of a tree in front of a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0172/Z0172-811.jpg,a statue of a man holding a baby elephant
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000015/w0000461/w0000000/w0000001.jpg,a picture of a pool with a boat in the background
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2878.jpg,a painting of a man and a woman on a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0168/Z0168-636.jpg,a black and white photo of a man with a hat
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0173/Z0173-497.jpg,a black and white photo of a street light
http://data.ukiyo-e.org/honolulu/images/7433.jpg,a painting of a person holding a baseball bat
http://data.ukiyo-e.org/honolulu/images/5321.jpg,a group of people standing in front of a mural on a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/PVT/Ebi/Books/Ebi0768/Ebi0768_11.jpg,a painting of a man standing next to a wall
http://data.ukiyo-e.org/honolulu/images/3139.jpg,a bird is standing on top of a roof
https://data.ukiyo-e.org/bm/images/AN00035664_001_l.jpg,a painting of a painting on the wall of a <unk>
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0171/Z0171-267.jpg,a black and white photo of a building
http://data.ukiyo-e.org/honolulu/images/5158.jpg,a couple of boats that are sitting in the water
http://data.ukiyo-e.org/honolulu/images/4203.jpg,a bird that is flying over a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000008/w0000013/w0000002/w0000025.jpg,a close up of a book on a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1015.jpg,a couple of men standing next to each other
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0164/Z0164-162.jpg,a black and white photo of a group of people
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1000.jpg,a woman is holding a kite in the air
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0173/Z0173-011.jpg,a black and white photo of a man and a woman
http://data.ukiyo-e.org/honolulu/images/4039.jpg,a group of people sitting on top of a beach
http://data.ukiyo-e.org/honolulu/images/6093.jpg,a group of people standing in front of a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP4787.jpg,a wall with a painting of a group of people on it
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP5603.jpg,a building with a mural on the wall
http://data.ukiyo-e.org/honolulu/images/7285.jpg,a picture of a woman in a colorful dress
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000533/w0000000/w0000027.jpg,a wall with graffiti on the wall in front of a wall
http://data.ukiyo-e.org/honolulu/images/6634.jpg,a black and white picture of a black and white wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0173/Z0173-489.jpg,a black and white photo of a building with a horse drawn carriage
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0172/Z0172-418.jpg,a black and white photo of a man holding a tennis racket
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0170/Z0170-027.jpg,a black and white photo of a large tree
http://data.ukiyo-e.org/honolulu/images/4196.jpg,a group of people standing in front of a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0170/Z0170-257.jpg,a black and white photo of a person on a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000186/w0000000/w0000028.jpg,a painting of a man standing in front of a window
http://data.ukiyo-e.org/tnm/images/C0007279.jpg,a painting of a person holding a kite
http://data.ukiyo-e.org/honolulu/images/2964.jpg,a group of people that are walking with horses
http://data.ukiyo-e.org/honolulu/images/4356.jpg,a group of people standing on top of a sandy beach
http://data.ukiyo-e.org/honolulu/images/5247.jpg,a swimming pool with a bunch of people on it
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0885.jpg,a group of people that are on a wall
http://data.ukiyo-e.org/honolulu/images/5876.jpg,a blue and white cat sitting on top of a bed
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0170/Z0170-081.jpg,a black and white photo of graffiti on a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP5329.jpg,a painting of a painting of a colorful wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000222/w0000000/w0000053.jpg,a wall with a picture of a person on it
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0848.jpg,a kite in the shape of a person wearing a hat
http://data.ukiyo-e.org/honolulu/images/3852.jpg,a couple of people walking down a beach
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP3620.jpg,a black and white photo of a building with a painting on the wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/PVT/Ebi/Books/Ebi1379/Ebi1379_08.jpg,a group of people standing around a wall
http://data.ukiyo-e.org/honolulu/images/6083.jpg,a picture of a building with graffiti on it
http://data.ukiyo-e.org/honolulu/images/5453.jpg,a view of a beach with a sign on it
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0977.jpg,a wall with a painting of a man and a flag on it
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000534/w0000000/w0000043.jpg,a painting of a person on a wall next to a painting
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0842.jpg,a painting of a man and a woman on a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000296/w0000000/w0000005.jpg,a picture of a wall with a clock on it
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000186/w0000000/w0000033.jpg,a group of people standing in front of a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000136/w0000000/w0000012.jpg,a painting of a painting on the wall of a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1036.jpg,a painting of a man and a painting on a wall
https://data.ukiyo-e.org/bm/images/AN00327118_001_l.jpg,a couple of boats that are sitting in the water
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000533/w0000000/w0000035.jpg,a painting of a man and woman in front of a painting
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000329/w0000000/w0000005.jpg,a painting of a painting on the wall of a building
http://data.ukiyo-e.org/honolulu/images/5178.jpg,a group of people that are sitting in the water
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP3456.jpg,a painting of a man and a woman on a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000324/w0000000/w0000001.jpg,a picture of a building with a mural on the wall
http://data.ukiyo-e.org/honolulu/images/5408.jpg,a group of people sitting around a table
http://data.ukiyo-e.org/honolulu/images/7306.jpg,a painting of a man standing next to a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0167/Z0167-169.jpg,a group of people standing in front of a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/PVT/Ebi/Books/Ebi0998/Ebi0998_14.jpg,a painting of a woman in a colorful dress
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP5955.jpg,a wall with a painting of a woman holding a umbrella
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0925.jpg,a group of people standing around a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP5769.jpg,a wall with a mural on it
http://data.ukiyo-e.org/honolulu/images/4164.jpg,a painting of a bird sitting on a wall
http://data.ukiyo-e.org/honolulu/images/5947.jpg,a painting of a person holding a stuffed animal
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0173/Z0173-500.jpg,a black and white photo of people on a beach
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0173/Z0173-086.jpg,a black and white photo of a group of people
http://data.ukiyo-e.org/honolulu/images/5673.jpg,a group of people that are standing in front of a building
http://data.ukiyo-e.org/honolulu/images/5991.jpg,a painting of a man holding a <unk>
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0172/Z0172-003.jpg,a painting of a person on a wall with a painting on it
http://data.ukiyo-e.org/honolulu/images/4058.jpg,a group of people standing next to each other
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000008/w0000013/w0000002/w0000040.jpg,a wall with a bunch of writing on it
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000534/w0000000/w0000048.jpg,a wall with a painting of a painting on the wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000520/w0000002/w0000001.jpg,a painting of a painting on the side of a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2883.jpg,a wall with a painting of a person on it
http://data.ukiyo-e.org/honolulu/images/5891.jpg,a group of people standing next to each other
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2100.jpg,a painting of a person holding a pair of scissors
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0172/Z0172-509.jpg,a black and white photo of a man on a horse
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0170/Z0170-275.jpg,a black and white photo of a group of people
http://data.ukiyo-e.org/honolulu/images/5969.jpg,a group of people standing next to a wall with horses
http://data.ukiyo-e.org/honolulu/images/5145.jpg,a group of people sitting in front of a group of people
http://data.ukiyo-e.org/honolulu/images/4967.jpg,a group of boats that are in the water
http://data.ukiyo-e.org/honolulu/images/4352.jpg,a picture of a person walking by a tree
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0845.jpg,a colorful umbrella in front of a building
http://data.ukiyo-e.org/honolulu/images/3577.jpg,a building that has a bunch of boats on it
http://data.ukiyo-e.org/honolulu/images/4509.jpg,a painting of a person walking on a beach
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000169/w0000000/w0000010.jpg,a painting of a man in a picture
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1159.jpg,a wall with a painting on the wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000017/w0000651/w0000000/w0000005.jpg,a person holding a kite in a room
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2085.jpg,a close up of a wall covered with colorful <unk>
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000011/w0000449/w0000000/w0000008.jpg,a view of a building with a large window in the background
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1813.jpg,a wall with graffiti on it in a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0173/Z0173-172.jpg,a black and white photo of a body of water
http://data.ukiyo-e.org/honolulu/images/5397.jpg,a group of people standing outside of a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP6079-05.jpg,a picture of a painting of a tree
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/PVT/Ebi/Prints/Ebi0057.jpg,a wall with graffiti on it in a wall
http://data.ukiyo-e.org/honolulu/images/6094.jpg,a boat that is sitting in the water
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0170/Z0170-234.jpg,a black and white photo of a man holding a kite
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2095.jpg,a painting of a person on a wall
http://data.ukiyo-e.org/honolulu/images/5778.jpg,a group of people walking on a beach
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0172/Z0172-814.jpg,a black and white photo of a boat with people on it
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0170/Z0170-049.jpg,a black and white photo of a person holding a skateboard
https://data.ukiyo-e.org/bm/images/AN00799763_001_l.jpg,a woman sitting on a bed with a painting on it
http://data.ukiyo-e.org/honolulu/images/3785.jpg,a man sitting on top of a sandy beach
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1757.jpg,a painting of a man standing next to a painting
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0166/Z0166-451.jpg,a black and white photo of a man standing next to a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000222/w0000000/w0000046.jpg,a wall with a picture of a picture on it
http://data.ukiyo-e.org/honolulu/images/7432.jpg,a group of people standing on top of a bed
http://data.ukiyo-e.org/honolulu/images/6392.jpg,a painting of a painting on the wall of a painting
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP3286.jpg,a wall with some graffiti on it
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP6079-04.jpg,a painting of a picture of a person on a beach
http://data.ukiyo-e.org/honolulu/images/7578.jpg,a black and white photo of a bed
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000507/w0000000/w0000025.jpg,a painting of a painting on the wall of a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000169/w0000000/w0000011.jpg,a painting of a painting on the wall of a painting
http://data.ukiyo-e.org/honolulu/images/3890.jpg,a group of people standing next to each other
http://data.ukiyo-e.org/honolulu/images/6326.jpg,a black and white photo of a body of water
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000504/w0000000/w0000002.jpg,a wall with a painting on the wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000533/w0000000/w0000064.jpg,a building with a painting on the wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/shiUY/shiUY0115.jpg,a painting of a man holding a baseball bat
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000222/w0000000/w0000066.jpg,a painting of a woman sitting on a bed
http://data.ukiyo-e.org/honolulu/images/3888.jpg,a group of people standing in front of a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000008/w0000013/w0000002/w0000009.jpg,a picture of a painting on the wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP3126.jpg,a group of people riding on the backs of horses
http://data.ukiyo-e.org/tnm/images/C0007277.jpg,a group of people standing in front of a building
http://data.ukiyo-e.org/honolulu/images/4291.jpg,a group of people standing next to each other
http://data.ukiyo-e.org/honolulu/images/6157.jpg,a picture of a picture of a group of people
http://data.ukiyo-e.org/honolulu/images/5793.jpg,a group of people standing on top of a sandy beach
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000507/w0000000/w0000015.jpg,a picture of a painting on the wall of a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0171/Z0171-195.jpg,a black and white photo of a man holding a sign
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000257/w0000000/w0000001.jpg,a painting of a painting on the wall of a painting
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0173/Z0173-016.jpg,a black and white photo of a field filled with lots of trees
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0173/Z0173-171.jpg,a group of people standing around a tree
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2094.jpg,a statue of a man holding a kite
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2897.jpg,a painting of a painting on a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000221/w0000001/w0000004.jpg,a painting on a wall with a painting on it
http://data.ukiyo-e.org/honolulu/images/5472.jpg,a group of people standing in front of a large boat
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000017/w0000614/w0000000/w0000003.jpg,a wall with a painting on the wall
http://data.ukiyo-e.org/honolulu/images/8033.jpg,a picture of a building with a lot of graffiti on it
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000505/w0000000/w0000014.jpg,a picture of a <unk> on a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2098.jpg,a wall with a painting of a person on it
http://data.ukiyo-e.org/honolulu/images/5922.jpg,a group of people walking on a beach
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000518/w0000000/w0000001.jpg,a building with a mural on the wall
http://data.ukiyo-e.org/honolulu/images/4413.jpg,a black and white photo of a snow covered field
http://data.ukiyo-e.org/honolulu/images/3851.jpg,a group of people holding umbrellas in front of a building
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000344/w0000000/w0000001.jpg,a painting of a woman sitting on top of a wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/PVT/Ebi/Prints/Ebi1040.jpg,a painting of a person on a red and red wall
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0164/Z0164-171.jpg,a black and white photo of people sitting on a bench
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0173/Z0173-458.jpg,a group of people standing in front of a building
